 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:3.3590869670068932 y:52.20354283146618
3.56103,51.40092,1.60919,8,6
3.68617,48.46950,1.16946,9,9
3.58652,51.58047,1.31564,8,5
3.57197,52.44728,0.93295,4,3
3.66930,53.75006,1.01423,1,0
3.58351,52.83601,1.02343,3,1
3.55509,51.98970,0.86569,6,2
3.61469,48.97669,1.62160,9,7
3.53347,51.65077,1.23631,7,4
3.67480,48.19237,1.31463,9,8
3.50184,51.03037,1.16030,9,6
3.69219,48.20709,1.17016,9,8
3.50204,51.82206,1.30440,6,5
3.71757,47.15572,1.09207,9,9
3.59860,52.11306,1.67573,5,3
3.74954,48.99219,1.31723,9,7
3.64352,51.54444,1.31382,8,4
3.72419,53.68496,1.43084,1,0
3.71929,53.13564,1.32710,2,1
3.65798,51.64222,1.40948,7,2
