 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:3.3366763853677646 y:51.2164604098675
3.32219,51.34314,2.22366,2,2
3.40407,51.79681,0.84822,1,1
3.31565,50.89574,1.25530,3,3
3.24657,53.68383,0.85466,0,0
3.34981,49.98439,0.98885,4,4
3.37197,49.75919,1.37310,4,4
3.33963,51.29749,0.97921,2,2
3.30210,53.70660,0.82176,0,0
3.36622,50.97265,1.38359,3,3
3.31447,52.16101,0.79637,1,1
3.35034,49.61263,0.83391,4,4
3.42869,54.77949,0.86695,0,0
3.49003,51.70593,1.61942,1,1
3.39242,51.71123,1.30608,1,2
3.42581,50.94995,1.51807,3,3
3.51014,54.96628,0.95674,0,0
3.29069,52.25248,0.93372,1,1
3.40970,50.50799,0.94387,4,3
3.35956,51.42919,1.67809,2,2
3.48268,49.60652,1.14448,4,4
