 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:3.359407569746022 y:52.68018067938274
3.93461,53.47170,1.82146,6,1
3.80748,50.70289,1.47606,19,11
3.77134,49.89244,0.84310,19,15
3.81878,53.21591,1.12463,7,7
3.87581,54.80465,1.27040,0,2
3.80647,51.24841,1.11417,19,9
3.90155,48.14116,1.17020,19,18
3.87110,50.64605,1.29430,19,10
4.04390,55.48312,1.14622,0,0
3.76958,48.92581,1.85760,19,16
3.81545,48.07800,0.93389,19,19
3.84068,52.32609,1.57550,13,3
3.73679,49.52162,0.97649,19,14
3.88551,52.58268,1.02404,11,4
3.89269,51.09347,0.93503,19,8
3.99581,48.17218,1.11334,19,17
3.88827,52.36191,1.20465,13,5
3.90283,51.28185,0.96446,19,6
3.92622,50.03736,0.93604,19,12
3.93857,49.33933,0.76522,19,13
