 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:6.355511666396628 y:48.71915240792519
6.19571,50.61905,0.80307,0,0
6.18655,49.78310,1.45015,3,3
6.17638,49.61024,0.94119,4,4
6.22366,48.52418,1.06877,9,8
6.31612,48.07880,1.09104,12,12
6.20523,49.99710,1.21301,2,2
6.26135,48.13812,1.59344,11,11
6.33226,47.80933,1.69888,14,14
6.35330,48.31705,3.42898,10,10
6.33058,48.71760,1.21308,7,7
6.23051,50.16620,1.84856,2,1
6.30039,48.40373,2.02485,9,9
6.29693,48.96929,1.38543,6,6
6.27862,49.08834,0.91043,6,5
6.37485,47.88509,2.35912,13,13
6.27337,50.23390,1.52305,1,2
6.30339,48.45943,2.07017,9,9
6.26507,49.39284,0.94648,5,4
6.21667,50.66905,1.25166,0,0
6.31465,48.03351,1.91829,12,12
