 knee_pos_x, knee_pos_y, time
3.74988,51.41637,0.07587
3.74513,51.43291,0.17426
3.74282,51.43787,0.27257
3.74018,51.43936,0.37054
3.73877,51.44681,0.46940
3.74130,51.44904,0.56775
3.74545,51.49871,0.66618
3.74603,51.63961,0.76690
3.74316,51.70288,0.86503
3.74297,51.72187,0.96378
3.74939,51.81856,1.06216
3.75697,52.06457,1.16058
3.74712,52.19437,1.25891
3.74175,52.27531,1.35730
3.74004,52.33459,1.45571
3.74018,52.33838,1.55332
3.73799,52.31851,1.65251
3.73401,52.31255,1.75091
3.73445,52.30377,1.84917
3.73891,52.32213,1.94767
3.73566,52.38364,2.04601
3.72864,52.45109,2.14411
3.72428,52.50633,2.24191
3.71983,52.52290,2.34022
3.72292,52.54887,2.43951
3.71893,52.59166,2.53774
3.71006,52.62550,2.63573
3.70541,52.61465,2.73417
3.69369,52.39439,2.83256
3.67846,51.90132,2.93133
3.68315,51.54340,3.02971
3.68004,51.16302,3.12812
3.67810,50.88791,3.22661
3.65235,50.75637,3.32496
3.61312,50.73791,3.42324
3.59196,50.76037,3.52413
3.58986,50.71811,3.62254
3.58978,50.70543,3.72074
3.59262,50.72263,3.81927
3.59673,50.80479,3.91754
3.59553,50.94144,4.01606
3.60089,50.96843,4.11444
3.60625,50.99053,4.21280
3.61709,51.11616,4.31117
3.63361,51.38485,4.40956
3.63501,51.50745,4.50708
3.63899,51.56524,4.60634
3.64545,51.65257,4.70468
3.64434,51.74177,4.80302
3.64448,51.81053,4.90158
3.64291,51.92216,4.99990
3.63925,51.95565,5.09725
3.63634,52.00069,5.19568
3.63615,51.96521,5.29400
3.63893,51.89856,5.39266
3.64394,51.85057,5.49161
3.63941,51.70317,5.58951
3.63197,51.57495,5.68832
3.62366,51.54349,5.78670
3.62502,51.51305,5.88518
3.62301,51.48291,5.98356
3.61772,51.45287,6.08413
3.61304,51.42286,6.18017
3.60359,51.26686,6.28111
3.61200,51.13606,6.37949
3.61856,51.12482,6.47780
