 knee_pos_x, knee_pos_y, time
3.96626,52.18744,0.08686
3.97085,52.21023,0.18881
3.97868,52.29407,0.28724
3.97669,52.73222,0.38570
3.95337,53.15067,0.48392
3.93570,53.30420,0.58233
3.93381,53.42726,0.68061
3.93670,53.53418,0.77834
3.93362,53.58725,0.87668
3.93920,53.60318,0.97553
3.94670,53.55195,1.07400
3.96100,53.50159,1.17224
3.97089,53.50048,1.27032
3.95650,53.50014,1.36897
3.94464,53.47904,1.46732
3.93125,53.43771,1.56573
3.93157,53.46031,1.66412
3.93193,53.45309,1.76250
3.93778,53.46493,1.86090
3.93421,53.47548,1.95953
3.93393,53.45764,2.05770
3.94205,53.41029,2.15627
3.94667,53.43109,2.25444
3.93721,53.49333,2.35220
3.92855,53.55400,2.45120
3.91995,53.59320,2.54950
3.92331,53.59096,2.64789
3.92285,53.61129,2.74625
3.92340,53.61039,2.84465
3.92088,53.61012,2.94531
3.91899,53.51903,3.04309
3.93212,53.33071,3.14201
3.93827,53.07821,3.24040
3.97816,52.40746,3.33817
3.98969,52.27624,3.43710
3.97591,52.23687,3.53547
3.97354,52.22506,3.63388
3.99141,52.25652,3.73149
4.02540,52.25196,3.82982
4.05704,52.11759,3.92850
4.06134,52.02128,4.02704
4.05691,51.97138,4.12541
4.06567,51.95641,4.22408
4.06955,51.96592,4.32212
4.06729,51.94778,4.42046
4.06749,51.89333,4.51890
4.06088,51.87700,4.61731
4.05812,51.86510,4.71567
4.06053,51.88253,4.81423
4.06068,51.90176,4.91257
4.06109,51.90753,5.01095
4.06036,51.86026,5.10932
4.05644,51.84608,5.20762
4.05450,51.84182,5.30602
4.05649,51.84055,5.40370
4.05698,51.77716,5.50292
4.05427,51.74415,5.60108
4.05224,51.72724,5.70175
4.04911,51.72917,5.80017
4.05469,51.74375,5.89788
4.05644,51.74813,5.99662
4.06281,51.63744,6.09520
4.06258,51.55523,6.19356
4.05087,51.53057,6.29197
4.04518,51.48817,6.39031
4.03336,51.45445,6.48867
4.02289,51.48634,6.58631
4.01303,51.65690,6.68458
3.98902,51.66607,6.78298
3.98903,51.68282,6.88194
3.99229,51.67385,6.98009
3.99141,51.67115,7.07882
3.99302,51.67035,7.17704
3.99135,51.64910,7.27558
3.99013,51.66373,7.37408
4.00031,51.73812,7.47226
4.01734,52.23644,7.57033
3.98320,52.91093,7.66893
3.96057,52.86128,7.76737
3.97614,52.82538,7.86570
3.98491,53.00362,7.96408
3.97857,53.15508,8.06236
3.96674,53.38253,8.16085
3.95616,53.45076,8.25907
3.96047,53.39423,8.35751
3.96249,53.37027,8.45790
3.96077,53.32808,8.55644
3.96000,53.32942,8.65493
3.95772,53.30883,8.75323
3.94739,53.15565,8.85100
3.93747,52.85069,8.94997
3.96867,53.11621,9.04822
3.94320,53.62286,9.14674
3.92962,53.78886,9.24513
3.92290,53.92266,9.34343
3.92626,53.93480,9.44182
3.92040,53.88944,9.53937
3.92886,53.83383,9.63769
3.93315,53.85215,9.73669
3.92971,53.85764,9.83503
3.91589,53.72629,9.93347
3.90782,53.23189,10.03179
3.92884,52.95757,10.13039
3.92784,52.95227,10.22822
3.92428,52.90868,10.32701
3.92822,52.93760,10.42542
3.92770,52.92528,10.52363
3.92860,52.91458,10.62227
3.92745,52.86238,10.72042
3.92602,52.79771,10.81892
3.92420,52.72931,10.91714
3.92752,52.70879,11.01534
3.93009,52.67464,11.11386
3.93067,52.66439,11.21128
3.92957,52.62632,11.31030
3.93008,52.61490,11.41127
3.93034,52.61147,11.50939
3.92678,52.54744,11.60757
3.94246,52.20623,11.70634
3.97264,52.01987,11.80402
3.98850,51.80996,11.90302
3.99648,51.50199,12.00140
3.98572,51.43760,12.09977
3.98391,51.42528,12.19772
3.98524,51.42158,12.29646
3.98400,51.47648,12.39503
3.98013,51.61194,12.49241
3.96975,51.63158,12.59073
3.96505,51.67247,12.68941
3.96516,51.68474,12.78809
3.97201,51.56942,12.88616
3.98896,51.52083,12.98435
3.99291,51.54125,13.08307
3.98623,51.54737,13.18159
3.98439,51.57021,13.28012
3.98863,51.56306,13.37849
3.98261,51.56092,13.47670
3.97933,51.67928,13.57507
3.96270,51.91778,13.67355
3.94032,52.01033,13.77199
3.93628,52.03810,13.87034
3.93752,52.04643,13.96769
3.93563,52.05593,14.06631
3.93613,51.98178,14.16753
3.95398,51.90353,14.26570
3.95352,51.92906,14.36418
3.94114,51.92272,14.46258
3.93968,51.92082,14.56086
3.94343,51.93424,14.65890
3.93908,51.92427,14.75730
3.93341,51.93528,14.85625
3.93447,52.01558,14.95460
3.91495,52.13768,15.05292
3.90312,52.16030,15.15128
3.90349,52.16709,15.24963
3.90738,52.16213,15.34716
3.90529,52.16764,15.44555
3.90331,52.19029,15.54383
3.90502,52.21109,15.64287
3.89936,52.21733,15.74040
3.89601,52.22620,15.83942
3.89436,52.26386,15.93794
3.89004,52.25416,16.03591
3.88511,52.23025,16.13447
3.88575,52.20907,16.23313
3.88753,52.18172,16.33145
3.88046,52.01952,16.42990
3.90580,51.75386,16.52833
3.92018,51.61116,16.62653
3.92109,51.51935,16.72500
3.92850,51.34480,16.82328
3.93339,51.27844,16.92163
3.93473,51.30053,17.01984
3.92989,51.32116,17.12070
3.91633,51.32735,17.21912
3.91216,51.37120,17.31750
3.90876,51.39836,17.41586
3.90751,51.40651,17.51421
3.90546,51.41595,17.61202
3.90828,51.41879,17.71083
3.90576,51.43364,17.80926
3.90025,51.54309,17.90764
3.88153,51.79993,18.00604
3.86658,51.84898,18.10442
3.86856,51.87769,18.20228
3.86704,51.86531,18.30025
3.86687,51.86159,18.39859
3.86577,51.84648,18.49737
3.86756,51.82094,18.59600
3.87424,51.79228,18.69409
3.87629,51.77668,18.79238
3.87546,51.77201,18.89079
3.87475,51.77760,18.98931
