 knee_pos_x, knee_pos_y, time
6.15809,47.17681,0.04755
6.17973,47.14404,0.14587
6.18418,47.13421,0.24374
6.18679,47.13126,0.34270
6.18719,47.13038,0.44071
6.18721,47.13011,0.53938
6.16733,47.19303,0.63773
6.14735,47.24691,0.73610
6.12514,47.30507,0.83361
6.09679,47.40652,0.93243
6.06717,47.53496,1.03113
6.04202,47.64349,1.12944
6.03171,47.69705,1.22778
6.01489,47.79011,1.32629
5.98726,47.91603,1.42466
5.95048,48.01681,1.52198
5.92276,48.10304,1.62037
5.90510,48.12891,1.71886
5.89508,48.15767,1.81732
5.89393,48.16630,1.91619
5.88884,48.20389,2.01474
5.88620,48.23617,2.11316
5.88589,48.22485,2.21133
5.89218,48.26346,2.30977
5.91557,48.33104,2.40812
5.93875,48.30931,2.50896
5.93756,48.42879,2.60730
5.92334,48.61164,2.70565
5.93391,48.63149,2.80401
5.94237,48.67245,2.90236
5.95871,48.74073,3.00069
5.99651,48.70522,3.09913
6.03021,48.65957,3.19694
6.06614,48.73687,3.29558
6.09155,48.87906,3.39426
6.09595,48.90772,3.49256
6.10782,48.91632,3.59082
6.13375,49.10789,3.68930
6.14706,49.40337,3.78679
6.14500,49.70901,3.88595
6.14196,49.87070,3.98751
6.14386,49.80721,4.08270
6.13621,49.86516,4.18105
6.11751,49.99455,4.27946
6.10050,50.13136,4.37674
6.08487,50.11641,4.47509
6.07600,50.04892,4.57437
6.07555,49.85368,4.67267
6.06649,49.54310,4.77101
6.08514,49.39393,4.86952
6.10551,49.40518,4.96783
6.10604,49.25455,5.06625
6.09246,49.11137,5.16465
6.07931,48.83741,5.26272
6.03657,48.64322,5.36346
6.01986,48.55697,5.46202
6.02005,48.47509,5.56018
6.00946,48.42953,5.65858
6.00259,48.38786,5.75706
5.99620,48.37536,5.85541
5.97627,48.28761,5.95384
5.97618,48.20528,6.05173
5.98255,48.15958,6.15058
5.95994,48.02688,6.24848
5.95445,47.85406,6.34730
5.97300,47.66922,6.44565
5.96704,47.49477,6.54406
5.94737,47.32343,6.64156
5.92696,46.97803,6.74080
5.91053,46.62241,6.83915
5.89103,46.51572,6.93746
5.87780,46.44172,7.03577
5.86917,46.34952,7.13420
5.88124,46.10485,7.23259
5.92966,45.85646,7.32991
5.98363,45.78194,7.42820
6.03786,45.68258,7.52743
6.08898,45.59677,7.62545
6.10335,45.55003,7.72408
6.11378,45.45201,7.82263
6.13426,45.42260,7.92099
6.15627,45.36478,8.01911
6.16345,45.31943,8.11992
6.16226,45.28483,8.21827
6.17088,45.32345,8.31676
6.23884,45.66403,8.41515
6.25761,46.06021,8.51356
6.22655,46.44506,8.61190
6.24822,46.64452,8.71025
6.24668,46.98436,8.80867
6.23992,47.47831,8.90700
6.24677,47.97649,9.00515
6.26030,48.44095,9.10326
6.25862,48.81128,9.20207
6.25628,48.98539,9.30058
6.26780,49.12862,9.39882
6.28351,49.32558,9.49665
6.29017,49.60868,9.59458
6.28751,49.93860,9.69393
6.27057,50.25458,9.79217
6.24117,50.40537,9.89013
6.23662,50.49261,9.98893
6.25196,51.02278,10.08739
6.25306,51.41284,10.18514
6.25285,0.00000,10.28294
6.26640,0.00000,10.38156
6.28660,0.00000,10.48022
6.30938,0.00000,10.57838
6.33257,0.00000,10.67694
6.33836,0.00000,10.77577
6.33956,0.00000,10.87640
6.32635,0.00000,10.97474
6.30073,0.00000,11.07309
6.28294,0.00000,11.17165
6.27736,0.00000,11.27003
6.27468,0.00000,11.36837
6.27565,0.00000,11.46663
6.26941,0.00000,11.56510
6.26640,0.00000,11.66344
6.26575,0.00000,11.76185
6.26379,0.00000,11.86018
6.26818,0.00000,11.95847
6.26929,0.00000,12.05725
6.26728,0.00000,12.15481
6.26518,0.00000,12.25358
6.26511,0.00000,12.35201
6.26699,0.00000,12.44944
6.26612,0.00000,12.54876
6.26380,0.00000,12.64715
6.26270,0.00000,12.74548
6.25861,0.00000,12.84386
6.25948,0.00000,12.94224
6.26007,0.00000,13.03973
6.25944,0.00000,13.13774
6.25538,0.00000,13.23676
6.25955,0.00000,13.33559
6.26612,0.00000,13.43338
6.26669,0.00000,13.53194
6.24561,0.00000,13.63284
6.22605,0.00000,13.73124
6.22718,0.00000,13.82929
6.28030,0.00000,13.92801
6.38358,0.00000,14.02629
6.42294,0.00000,14.12482
6.46582,0.00000,14.22306
6.48347,0.00000,14.32152
6.46819,0.00000,14.41984
6.46103,0.00000,14.51815
6.45990,0.00000,14.61651
6.46232,0.00000,14.71483
6.46739,0.00000,14.81305
6.47207,0.00000,14.91133
6.47269,0.00000,15.00976
6.47165,0.00000,15.10764
6.47051,0.00000,15.20650
6.47734,0.00000,15.30393
6.48808,0.00000,15.40242
6.49075,0.00000,15.50115
6.48481,0.00000,15.59945
6.47733,0.00000,15.69775
6.47010,0.00000,15.79608
6.46907,0.00000,15.89397
6.48105,0.00000,15.99208
6.49434,0.00000,16.09044
6.50706,0.00000,16.18942
6.50966,0.00000,16.28759
6.50609,0.00000,16.38565
6.48727,0.00000,16.48439
6.47016,0.00000,16.58248
6.46355,0.00000,16.68097
6.43130,0.00000,16.77939
6.47535,0.00000,16.87770
6.48026,0.00000,16.97616
6.47731,0.00000,17.07460
6.46623,0.00000,17.17299
6.45388,0.00000,17.27151
6.45134,0.00000,17.36962
6.45151,0.00000,17.46816
6.45018,0.00000,17.56636
6.44938,0.00000,17.66479
6.44092,0.00000,17.76317
6.43077,0.00000,17.86155
