 knee_pos_x, knee_pos_y, time
4.79090,47.31788,0.02284
4.80793,47.32636,0.10490
4.83549,47.34991,0.20322
4.86742,47.35697,0.30168
4.81383,47.28209,0.39993
4.70829,47.23863,0.49828
4.66092,47.37959,0.59658
4.61090,47.44988,0.69490
4.61762,47.42196,0.79325
4.67275,47.30159,0.89180
4.74895,47.32148,0.98995
4.66093,47.39044,1.08857
4.79509,47.39013,1.18663
4.82644,47.39004,1.28504
4.87624,47.48101,1.38333
5.01654,47.60630,1.48186
5.09498,47.64389,1.58008
5.07196,47.59917,1.67827
5.02525,47.56475,1.77980
4.87812,47.40043,1.87812
4.71788,47.31613,1.97638
4.68982,47.29084,2.07470
4.72537,47.31825,2.17300
4.78950,47.36848,2.27135
4.68033,47.38354,2.36976
4.80740,47.40906,2.46805
4.86407,47.43772,2.56638
4.88033,47.44632,2.66468
4.71884,47.42789,2.76301
4.81878,47.42237,2.86131
4.85342,47.42071,2.95966
4.87527,47.42021,3.05804
4.89031,47.44106,3.15655
4.90644,47.44732,3.25468
4.92631,47.47020,3.35302
4.94212,47.47706,3.45133
4.93976,47.50712,3.54972
4.93877,47.48814,3.64796
4.87247,47.39844,3.74637
4.70596,47.27353,3.84470
4.62331,47.41106,3.94299
4.60117,47.45232,4.04159
4.61264,47.40170,4.13968
4.63451,47.35851,4.23825
4.64654,47.32455,4.33631
4.65005,47.31437,4.43459
4.63877,47.33231,4.53293
4.63965,47.33769,4.63453
4.64726,47.31831,4.73282
4.64458,47.33349,4.83114
4.65727,47.31705,4.92951
4.66198,47.31211,5.02782
4.68616,47.24763,5.12610
4.74787,47.30529,5.22444
4.88458,47.50459,5.32312
5.11967,47.75338,5.42119
5.37107,47.94701,5.51978
5.69887,48.06110,5.61813
5.79265,48.09533,5.71644
5.83829,48.08460,5.81521
5.89752,48.10238,5.91367
5.92461,48.10771,6.01134
5.95305,48.10931,6.11035
5.97114,48.10979,6.20875
5.96456,48.13094,6.30702
5.85723,48.11628,6.40535
5.65922,48.07688,6.50373
5.52157,47.96707,6.60207
5.32237,47.79412,6.70042
5.10549,47.57424,6.79886
4.86773,47.40327,6.89707
4.73447,47.27498,6.99562
4.65101,47.32049,7.09393
4.61203,47.48115,7.19230
4.56144,47.62734,7.28949
4.53356,47.65720,7.38898
4.54321,47.64516,7.48733
4.53866,47.69755,7.58807
4.53932,47.73426,7.68643
4.52765,47.72428,7.78481
4.51361,47.70028,7.88313
4.52054,47.69309,7.98091
4.52054,47.69093,8.07921
4.51928,47.69028,8.17802
4.52275,47.67608,8.27629
4.52574,47.67182,8.37456
4.52646,47.67055,8.47307
4.52732,47.67016,8.57126
4.52921,47.68405,8.66962
4.55437,47.73021,8.76789
4.52725,47.86306,8.86683
4.31552,47.92392,8.96535
4.01171,47.90018,9.06344
3.81097,47.87205,9.16191
3.72061,47.88462,9.26065
3.68729,47.86738,9.35826
3.67436,47.86222,9.45639
3.66435,47.88166,9.55480
3.66144,47.86650,9.65329
3.66530,47.86195,9.75195
3.66526,47.86058,9.85060
3.66253,47.86018,9.94821
3.67117,47.88105,10.04713
3.73993,47.86632,10.14535
4.10648,47.90389,10.24591
4.43393,47.99217,10.34456
4.50125,47.76665,10.44283
