 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:6.825849719539093 y:44.48522743414528
7.10645,43.72670,6.33138,8,8
7.15760,47.80007,1.52132,0,0
7.11317,45.67262,3.95995,2,1
7.22305,45.29580,2.56222,3,2
7.15304,44.53206,2.94767,4,4
7.12794,44.37600,2.66885,5,5
7.06157,43.96614,1.64124,7,7
6.96331,44.18098,2.17037,6,6
6.82038,42.69324,1.84706,9,9
6.72052,44.90643,1.83275,3,3
6.79544,43.81544,3.06159,8,8
6.57425,45.22804,1.94387,3,2
6.47726,45.79608,2.61201,1,1
6.48737,46.87352,1.21475,0,0
6.44212,44.05244,3.05990,7,7
6.45273,44.69071,2.79062,4,4
6.54220,44.31026,3.73467,5,5
6.81058,45.15738,2.74268,3,3
6.43960,44.18155,2.87310,6,6
6.41136,42.69770,1.68513,9,9
