 knee_pos_x, knee_pos_y, time
4.47744,47.40754,0.02121
4.48069,47.38826,0.11196
4.47851,47.38248,0.21045
4.46616,47.40174,0.30823
4.43313,47.42852,0.40751
4.42871,47.43656,0.50581
4.43183,47.41797,0.60411
4.43887,47.45439,0.70257
4.44698,47.52132,0.80029
4.46763,47.80040,0.89983
4.50542,48.21312,0.99642
4.52624,48.53294,1.09470
4.54032,48.80388,1.19655
4.54312,49.07416,1.29472
4.54362,49.09925,1.39316
4.53203,48.93877,1.49123
4.52529,48.61063,1.58998
4.52350,48.14819,1.68827
4.52120,47.58246,1.78666
4.52146,47.37074,1.88503
4.51883,47.30722,1.98343
4.51770,47.37917,2.08190
4.51357,47.37975,2.18001
4.51145,47.37992,2.27850
4.51474,47.35198,2.37697
4.52349,47.32259,2.47536
4.52739,47.36278,2.57368
4.52396,47.34683,2.67157
4.52728,47.32105,2.77030
4.52540,47.29232,2.86877
4.52247,47.37469,2.96713
4.53043,47.73541,3.06549
4.54166,48.07462,3.16283
4.55442,48.35839,3.26222
4.56742,48.63252,3.36059
4.57581,48.88975,3.45886
4.58067,48.98093,3.55735
4.58232,49.02928,3.65565
4.58294,49.04378,3.75345
4.57604,49.11114,3.85115
4.57360,49.09634,3.94944
4.57689,49.09190,4.05115
4.58049,49.06257,4.14965
4.58310,49.05377,4.24788
4.57771,49.05113,4.34612
4.57438,49.05034,4.44467
4.57488,49.02910,4.54300
4.57778,49.04373,4.64122
4.58274,49.25112,4.73971
4.58016,49.61434,4.83808
4.58181,49.73030,4.93647
4.58659,49.73009,5.03501
4.59120,49.76503,5.13332
4.58982,49.86651,5.23117
4.58645,49.91795,5.32981
4.58658,49.88439,5.42775
4.59045,49.84632,5.52664
4.58873,49.83489,5.62514
4.58435,49.81047,5.72358
4.57485,49.64914,5.82192
4.56759,49.15274,5.92033
4.57619,48.57682,6.01873
4.58830,48.39005,6.11586
4.58606,48.40401,6.21528
4.57938,48.37320,6.31367
4.58099,48.41996,6.41204
4.57915,48.39899,6.51038
4.58124,48.35070,6.60819
4.57751,48.24521,6.70701
4.57791,48.19256,6.80420
4.57673,48.13477,6.90250
4.57938,48.11743,7.00430
4.58100,48.15423,7.10271
4.58244,48.18627,7.20082
4.58168,48.17488,7.29907
4.58125,48.19246,7.39771
4.58163,48.19774,7.49612
4.58404,48.23432,7.59448
4.59509,48.84730,7.69281
4.58232,48.99619,7.79116
4.58097,48.92186,7.88971
4.58002,48.97656,7.98736
4.57744,48.95097,8.08657
4.56991,48.89429,8.18485
4.56148,48.73729,8.28300
4.56925,48.61319,8.38149
4.56489,48.57596,8.47996
4.57062,48.53679,8.57816
4.57258,48.55304,8.67653
4.56899,48.55791,8.77492
4.56794,48.58037,8.87339
4.57190,48.56611,8.97070
4.56668,48.50583,9.06903
4.57477,48.73975,9.16833
4.58527,49.19493,9.26679
4.59345,49.66748,9.36453
4.58996,50.15924,9.46346
4.58336,50.50977,9.56179
4.57874,50.60093,9.65927
4.57216,50.64228,9.76036
4.56995,50.67568,9.85875
4.57160,50.66471,9.95746
4.57066,50.66141,10.05580
4.56768,50.66042,10.15400
4.55628,50.49213,10.25249
4.54578,49.70664,10.35077
4.53451,48.76399,10.44928
4.53586,47.97720,10.54755
4.53449,47.62916,10.64596
4.52792,47.47575,10.74430
4.52493,47.35972,10.84237
4.52620,47.32492,10.94078
4.52971,47.33548,11.03958
4.53327,47.33864,11.13796
4.53309,47.31859,11.23637
4.52640,47.33358,11.33469
4.52427,47.46407,11.43285
4.53744,47.91622,11.53141
4.55798,48.36687,11.62967
4.56764,48.71906,11.72807
4.56388,48.91572,11.82641
4.55728,48.95372,11.92367
4.55598,48.93011,12.02318
4.55840,48.92303,12.12152
4.55351,48.89991,12.21985
4.54763,48.75997,12.31759
4.55060,48.67599,12.41656
4.55286,48.53180,12.51484
4.56125,48.49554,12.61517
4.55736,48.53366,12.71345
4.55679,48.57310,12.81173
4.55616,48.60593,12.91053
4.55693,48.61578,13.00858
4.55821,48.61873,13.10703
4.55250,48.61962,13.20560
4.55373,48.59889,13.30363
4.57018,49.01967,13.40238
4.55738,49.41190,13.50078
4.54861,49.45257,13.59926
4.55149,49.47177,13.69719
4.55614,49.43553,13.79555
4.55751,49.38966,13.89436
4.55583,49.37590,13.99274
4.54924,49.35077,14.09107
4.55794,49.28023,14.18946
4.55735,49.16107,14.28782
4.55620,48.85232,14.38620
4.56113,48.33270,14.48456
4.57829,48.00181,14.58313
4.57985,47.90254,14.68131
4.58280,47.91476,14.77957
4.57767,47.93943,14.87677
4.57918,47.94683,14.97632
4.57594,47.97005,15.07414
4.57421,47.95601,15.17319
4.57615,47.97280,15.27127
4.57534,47.95684,15.37193
4.57455,48.02905,15.47008
4.57895,48.22572,15.56820
4.57515,48.53671,15.66661
4.57930,48.87501,15.76536
4.57836,49.10250,15.86371
4.57282,49.36675,15.96217
4.57067,49.48103,16.06047
4.56044,49.47331,16.15887
4.56061,49.28199,16.25691
4.55985,48.77660,16.35548
4.57946,48.44998,16.45390
4.58756,48.42199,16.55235
4.58070,48.34360,16.65042
4.57446,48.37608,16.74926
4.57726,48.32982,16.84758
4.58612,48.27395,16.94585
4.58386,48.25718,17.04417
4.58160,48.11916,17.14257
4.58358,48.02175,17.24088
4.58613,48.04852,17.34167
4.58280,48.09156,17.43765
4.58506,48.10447,17.53593
4.58854,48.24834,17.63433
4.57857,48.30550,17.73244
4.56928,48.36465,17.82997
4.56100,48.13040,17.92853
4.56481,47.67512,18.02790
4.56599,47.56654,18.12598
4.55531,47.47796,18.22695
4.54650,47.45139,18.32521
4.54193,47.44342,18.42325
4.55440,47.42002,18.52130
4.54828,47.43401,18.61968
4.55006,47.41720,18.71831
4.55468,47.41216,18.81681
4.55198,47.41065,18.91496
4.67914,47.64819,19.01347
4.60207,48.11146,19.11187
4.58624,48.46744,19.21025
4.58031,48.78423,19.30863
4.57136,49.01227,19.40704
4.56255,49.03868,19.50545
4.56441,49.01160,19.60402
4.56352,48.96148,19.70177
4.55803,48.87644,19.80060
4.54815,48.64793,19.89896
4.55505,48.55838,19.99733
4.55531,48.49651,20.09581
4.55641,48.51295,20.19413
4.55544,48.48989,20.29242
4.55757,48.51097,20.39069
4.56283,48.54529,20.48917
4.55697,48.63259,20.58752
4.56444,48.93178,20.68462
4.56102,49.44853,20.78305
4.56508,49.84856,20.88250
4.55888,50.14357,20.98328
4.55232,50.21807,21.08166
4.54824,50.24042,21.18000
4.54656,50.24713,21.27836
4.54642,50.22814,21.37606
4.54542,50.22244,21.47444
4.54714,50.22073,21.57273
