 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:4.283528332963662 y:47.141415457332016
4.30910,48.71385,2.36277,1,1
4.25860,47.02914,2.85683,8,8
4.25551,47.46983,1.68872,6,6
4.24833,47.22217,1.21355,7,7
4.24971,46.91619,1.32616,9,9
4.31536,46.36705,1.73475,13,13
4.26139,47.92622,1.82307,4,4
4.25026,48.47223,1.45034,2,2
4.25763,49.18077,1.06939,0,0
4.31618,46.54773,2.57647,11,12
4.26914,47.67648,1.66364,5,5
4.29738,46.79933,1.93607,10,10
4.31436,46.58502,2.59950,11,11
4.33519,46.09459,1.14857,14,14
4.23252,48.31288,2.55225,3,3
4.27331,47.23887,1.19209,7,6
4.23380,49.56668,1.30219,0,0
4.31524,46.59569,1.94934,11,11
4.27558,47.17595,1.87715,7,7
4.24159,47.85453,2.34032,4,4
