 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:3.2608351876700943 y:51.16823396876148
3.20874,50.78554,1.31906,6,6
3.16422,52.00454,1.10578,2,5
3.15399,0.00000,1.65081,9,0
3.18276,50.35452,1.94557,9,9
3.18088,53.20409,1.23503,0,4
3.23872,49.97443,1.47484,9,8
3.19914,51.63946,1.15927,3,7
3.15874,53.90217,1.31725,0,2
3.18336,52.85471,1.33990,0,3
3.18534,55.07621,1.25815,0,1
3.17775,54.65479,2.26118,0,1
3.21802,52.34490,1.52979,2,2
3.23874,51.60992,1.10321,3,3
3.16629,54.71485,1.58672,0,0
3.20461,51.74701,1.31632,3,4
3.21870,51.10693,0.91163,5,5
3.23087,50.56865,0.82472,7,6
3.45020,50.02235,1.35044,9,9
3.54893,51.61184,1.54730,3,8
3.35092,52.30867,0.82210,2,7
