 knee_pos_x, knee_pos_y, time
4.78805,45.12082,0.02242
4.78205,45.12724,0.11659
4.76734,45.12917,0.21580
4.74308,45.12975,0.31412
4.69705,45.23493,0.41216
4.68862,45.24548,0.51074
4.71239,45.24864,0.60922
4.75977,45.24959,0.70661
4.81524,45.34788,0.80495
4.88265,45.51036,0.90416
4.93856,45.69211,1.00247
4.96164,45.84463,1.10042
5.00539,45.98839,1.19923
5.02801,46.07352,1.29756
5.01469,46.07806,1.39556
5.00305,46.05842,1.49385
5.00018,46.03152,1.59270
4.98966,46.02346,1.69356
4.99153,46.02104,1.79185
4.99012,45.98531,1.89038
4.98752,46.00959,1.98860
4.98779,46.01688,2.08704
4.99273,46.01906,2.18528
4.99693,46.01972,2.28370
4.99610,46.01992,2.38207
5.00046,46.01997,2.48039
5.00560,46.01999,2.57877
5.00589,46.02000,2.67665
5.00501,46.04100,2.77549
5.01494,46.04730,2.87384
5.01430,46.02819,2.97129
5.00936,45.98746,3.07054
4.99234,45.87724,3.16918
5.02820,45.97717,3.26726
5.07849,46.16815,3.36563
5.12479,46.41445,3.46393
5.16630,46.62833,3.56236
5.18501,46.82550,3.65969
5.20778,46.92665,3.75801
5.21434,46.97800,3.85730
5.21311,46.97240,3.95522
5.20733,46.94972,4.05402
5.20760,46.96392,4.15231
5.20778,46.98917,4.25066
5.20445,46.99675,4.34884
5.20227,46.99903,4.44735
5.19878,47.04171,4.54576
5.19711,47.12451,4.64664
5.18573,47.19135,4.74466
5.17575,47.21141,4.84312
5.17701,47.21742,4.94137
5.18442,47.17723,5.03978
5.18516,47.16517,5.13843
5.18604,47.14055,5.23680
5.19018,47.10517,5.33517
5.19178,47.09455,5.43353
5.18841,47.09136,5.53193
5.18525,47.09041,5.63025
5.18796,47.09012,5.72865
5.18582,47.04804,5.82615
5.17362,46.93041,5.92443
5.16847,46.84612,6.02369
5.15895,46.75784,6.12204
5.15504,46.66835,6.22044
5.15740,46.61351,6.31876
5.15826,46.59705,6.41714
5.15575,46.59212,6.51459
5.15502,46.59063,6.61279
5.16157,46.59019,6.71119
5.16378,46.63906,6.81041
5.15998,46.67472,6.90824
5.15924,46.64342,7.00708
5.16560,46.63402,7.10545
5.16256,46.65221,7.20353
5.15832,46.65766,7.30220
5.15709,46.65930,7.40061
5.16093,46.65979,7.50138
5.16013,46.63894,7.59980
5.16048,46.63268,7.69794
5.16610,46.67280,7.79633
5.16150,46.74784,7.89489
5.15122,46.74935,7.99321
5.15462,46.79181,8.09162
5.16273,46.82554,8.18996
5.16009,46.90566,8.28832
5.15571,46.97170,8.38666
5.15246,46.97051,8.48500
5.15561,46.94915,8.58334
5.15423,46.94275,8.68173
5.15605,46.96182,8.77914
5.15349,46.96755,8.87840
5.15434,46.99026,8.97670
5.15441,46.99708,9.07509
5.15454,46.95712,9.17342
5.15400,46.90314,9.27190
5.14586,46.83794,9.37017
5.14034,46.79738,9.46758
5.13169,46.68021,9.56591
5.13490,46.61706,9.66516
5.14086,46.54912,9.76313
5.13986,46.45874,9.86184
5.12930,46.33362,9.96028
5.12930,46.27509,10.05868
5.13036,46.25753,10.15693
5.13006,46.25226,10.25527
5.13315,46.25068,10.35617
5.13363,46.25020,10.45458
5.13529,46.27106,10.55285
5.13224,46.27732,10.65124
5.13000,46.31420,10.74907
5.13201,46.34626,10.84787
5.12631,46.29988,10.94648
5.11989,46.26496,11.04492
5.10726,46.15649,11.14320
5.09157,45.88595,11.24144
5.12155,45.90278,11.33970
5.23708,46.08284,11.43735
5.26938,46.05985,11.53655
5.26812,45.99696,11.63480
5.30276,45.91509,11.73225
5.38376,46.05153,11.83159
5.39285,46.02946,11.92990
5.39899,46.02284,12.02827
5.36943,46.02085,12.12675
5.39978,45.96426,12.22512
5.39913,45.84928,12.32280
5.33725,45.91278,12.42064
5.32296,45.58183,12.51927
5.32697,45.42655,12.61823
5.33833,45.26797,12.71621
5.30194,45.22039,12.81500
5.29518,45.20612,12.91296
5.31067,45.18084,13.01131
5.32963,45.22925,13.10957
5.34084,45.18778,13.21091
5.31225,45.51833,13.30931
5.29196,45.65950,13.40766
5.31117,45.50585,13.50604
5.32799,45.55775,13.60440
5.32461,45.55233,13.70269
5.32531,45.41770,13.80101
5.33197,45.45431,13.89946
5.33517,45.46529,13.99765
5.33173,45.44759,14.09614
5.32776,45.44228,14.19450
5.33260,45.44068,14.29291
5.33745,45.51720,14.39129
5.34073,45.50516,14.48959
5.34159,45.50155,14.58702
5.33731,45.53546,14.68566
5.32629,45.48964,14.78409
5.33217,45.47589,14.88284
5.32673,45.54877,14.98122
5.32697,45.57063,15.07955
5.32526,45.59819,15.17738
5.32294,45.66246,15.27539
5.32549,45.70274,15.37380
5.31868,45.69382,15.47281
5.31715,45.69115,15.57092
5.31567,45.66934,15.66937
5.31531,45.68380,15.76771
5.31638,45.63214,15.86608
5.31535,45.53964,15.96732
5.31584,45.51189,16.06576
5.30391,45.48257,16.16407
5.29405,45.47377,16.26244
5.29590,45.52713,16.36081
5.29622,45.54314,16.45912
5.29305,45.56894,16.55752
5.29686,45.55568,16.65589
5.29032,45.51670,16.75424
5.29320,45.56101,16.85258
5.29243,45.59530,16.95101
5.29398,45.52859,17.04927
5.29253,45.58558,17.14765
5.29402,45.60267,17.24604
5.29479,45.56580,17.34437
5.28969,45.55474,17.44194
5.29420,45.57242,17.54103
5.29955,45.52173,17.63946
5.30210,45.37352,17.73786
5.29333,45.14706,17.83617
5.33543,44.82712,17.93453
5.38661,44.65413,18.03287
5.37348,44.76324,18.13019
5.40745,44.54397,18.22854
5.42666,44.49919,18.32772
5.43096,44.52076,18.42599
5.44052,44.52723,18.52404
5.46621,44.52917,18.62302
5.44981,44.56475,18.72128
5.45071,44.57543,18.82188
5.45064,44.63463,18.92009
5.44555,44.61739,19.01884
5.45296,44.73122,19.11704
5.47165,45.03836,19.21563
5.45894,45.43851,19.31387
5.44732,45.40455,19.41228
5.45511,45.42937,19.51057
5.44688,45.38081,19.60902
5.44900,45.28924,19.70737
5.46393,45.17777,19.80575
5.47806,45.08833,19.90413
5.47572,44.98450,20.00236
5.48715,44.95335,20.10068
5.48497,45.00000,20.19917
5.48273,44.95800,20.29750
5.48153,44.96640,20.39488
5.48364,44.94792,20.49422
