 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:6.739490015657788 y:46.265044511431206
6.65423,44.65515,2.08142,19,13
6.69427,0.00000,3.46547,19,5
6.63131,44.15453,3.67780,19,15
6.27025,40.22889,2.32056,19,19
6.77044,46.81370,2.15738,7,17
6.57780,0.00000,3.87129,19,1
6.75945,44.14817,5.37602,19,12
6.55437,48.63457,2.18135,0,10
6.69353,0.00000,3.15122,19,0
6.79366,46.05814,2.87970,12,7
6.22138,47.45820,5.99678,4,16
6.56202,0.00000,3.45474,19,2
6.68944,48.35004,2.74494,0,9
6.82135,43.66284,1.92423,19,11
6.62031,0.00000,2.14761,19,6
6.68575,45.08981,2.65570,19,14
6.58609,0.00000,3.13907,19,4
6.33263,45.49576,6.46832,17,8
6.66109,41.51586,2.74651,19,18
6.47610,0.00000,3.19376,19,3
