 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:5.188431345853272 y:47.55307945612013
4.63696,47.80286,1.49777,0,2
5.84475,47.48405,1.77384,9,5
5.28758,47.71869,1.39733,5,4
6.04531,46.96959,1.91046,9,6
4.74296,47.75863,1.97106,0,1
5.32240,47.66914,1.92362,6,3
3.29098,47.27370,1.92289,0,0
5.94699,47.33057,3.67983,9,7
6.74731,46.60324,2.26058,9,9
6.00807,47.56320,2.58769,9,8
5.48823,47.44482,1.34748,7,7
6.60657,46.88358,1.94739,9,9
4.44529,47.40011,3.16173,0,1
5.72094,47.75072,2.21478,9,5
5.11580,47.93494,2.69175,4,4
6.14785,47.15878,2.70028,9,6
4.23107,47.52861,3.21458,0,2
5.12350,47.96157,1.67730,4,3
3.16208,47.50814,2.35245,0,0
6.24655,47.18945,3.63136,9,8
