 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:5.364310426994511 y:47.82956493082452
5.54167,46.04160,3.09503,4,3
5.48206,50.01192,2.89123,0,1
5.54248,46.23490,2.84604,4,2
5.55019,41.80338,2.80170,4,4
5.93680,0.00000,3.27341,4,0
5.95011,50.15748,1.38498,0,1
5.56946,42.48780,3.22626,4,3
5.65315,41.17702,1.72220,4,4
6.05560,0.00000,3.53336,4,0
5.85455,46.96388,3.81202,4,2
5.86537,42.30253,4.35437,4,4
6.35503,0.00000,5.32144,4,0
6.25126,48.30059,2.73385,1,2
6.26776,45.51910,1.77718,4,3
5.97216,0.00000,3.24077,4,1
6.14725,47.64657,2.13831,2,2
6.35085,0.00000,2.19245,4,0
6.32587,50.23355,1.60794,0,1
6.11105,42.31507,2.67788,4,4
6.12289,48.45974,1.73156,1,3
