 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:3.793129031520484 y:52.03465748028541
3.59222,50.55671,2.09873,6,3
4.39436,50.46934,1.29352,19,9
3.52940,50.71722,1.22643,4,5
4.22683,50.55043,1.27185,18,8
3.83546,50.64929,0.91059,10,7
3.23285,50.70130,1.66275,0,1
3.68477,50.68101,1.39746,7,4
4.53487,51.09167,1.46012,19,15
4.42203,51.00895,1.34106,19,14
3.42760,51.13799,1.35023,2,2
4.43431,51.13269,1.59751,19,11
5.07883,51.18426,1.19216,19,19
4.41879,51.13988,1.05631,19,17
4.03338,51.01927,1.12641,14,12
3.52990,51.34682,1.09971,4,10
4.71472,51.31946,1.28522,19,16
5.06915,51.13176,1.24911,19,18
4.28826,50.93818,1.20415,19,13
3.47115,51.33143,1.31285,3,6
2.74755,51.31980,1.05844,0,0
