 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:3.2239537351465892 y:52.269412253249676
3.79183,52.26713,1.62589,4,3
1.69708,51.64185,1.41001,0,0
3.40164,52.35519,1.42421,3,2
5.46993,52.41625,1.19050,4,4
3.09598,52.22140,1.73504,1,1
4.30405,52.32659,1.24621,4,2
5.38543,52.34255,1.10574,4,3
1.67342,52.25554,1.32669,0,0
6.50371,52.84549,1.25010,4,4
3.00510,52.33972,1.29312,1,1
6.21533,52.38145,1.25864,4,4
4.55204,52.28002,1.46655,4,3
1.97740,52.44071,1.14195,0,0
4.05975,52.44458,1.18343,4,2
2.83061,52.43377,1.10148,0,1
4.37342,52.33160,1.20404,4,2
2.74938,52.35281,1.22531,0,1
1.53813,52.17489,1.22607,0,0
5.12407,52.76288,1.37473,4,3
5.92197,52.45402,1.21218,4,4
