 knee_pos_x, knee_pos_y, time
3.25234,52.27063,0.08435
3.25155,52.25619,0.18198
3.25235,52.26586,0.28086
3.25191,52.26876,0.37899
3.25199,52.27663,0.47779
3.25377,52.27199,0.57588
3.27598,52.27060,0.67435
3.30706,52.23518,0.77511
3.31449,52.24555,0.87335
3.35032,52.26967,0.97204
3.40005,52.29790,1.07023
3.51812,52.34137,1.16877
3.66089,52.31941,1.26713
3.74892,52.28482,1.36535
3.78327,52.26045,1.46384
3.79183,52.26713,1.56221
3.80426,52.25514,1.66049
3.80723,52.25154,1.75889
3.80356,52.25046,1.85730
3.80072,52.25014,1.95566
3.76459,52.26404,2.05317
3.57684,52.29621,2.15243
3.30976,52.24986,2.25076
3.01300,52.06096,2.34912
2.59659,52.03929,2.44700
2.37412,51.99079,2.54578
2.09890,51.86424,2.64419
1.89315,51.70727,2.74155
1.76018,51.64618,2.83982
1.69708,51.64185,2.93866
1.65905,51.62656,3.03939
1.65234,51.61497,3.13534
1.65907,51.61849,3.23384
1.67934,51.63355,3.33258
1.76218,51.65206,3.43090
1.95010,51.87462,3.53151
2.23260,52.02539,3.62989
2.60276,52.04262,3.72831
2.97601,52.20178,3.82645
3.20934,52.33354,3.92498
3.32766,52.33106,4.02333
3.37520,52.33732,4.12190
3.39092,52.35320,4.22022
3.39877,52.34396,4.31864
3.40164,52.35519,4.41703
3.41599,52.35856,4.51533
3.42517,52.34557,4.61375
3.41969,52.33467,4.71213
3.41712,52.35940,4.81044
3.49442,52.36682,4.90881
3.85692,52.34805,5.00646
4.23613,52.39141,5.10556
4.72546,52.50942,5.20356
5.02144,52.46783,5.30211
5.25881,52.37835,5.40064
5.41772,52.40750,5.49900
5.46993,52.41625,5.59739
5.49045,52.41888,5.69460
5.49240,52.41266,5.79293
5.44585,52.37580,5.89165
5.27754,52.38574,5.99026
5.04181,52.46572,6.08849
4.64083,52.39172,6.18953
4.40863,52.27851,6.28793
4.22879,52.25855,6.38640
4.02167,52.21757,6.48441
3.64905,52.26127,6.58320
3.23885,52.19738,6.68146
2.97132,52.03821,6.77954
2.80897,51.99046,6.87844
2.85015,52.01814,6.97679
2.94608,52.08244,7.07502
3.03346,52.15773,7.17352
3.08655,52.20132,7.27176
3.09598,52.22140,7.37024
3.11308,52.25542,7.46852
3.15191,52.25163,7.56690
3.18814,52.25049,7.66527
3.19929,52.25015,7.76360
3.25477,52.25004,7.86122
3.41186,52.30601,7.95940
3.71137,52.25280,8.05832
3.96643,52.25084,8.15734
4.06624,52.25025,8.25566
4.12215,52.29208,8.35377
4.23035,52.31862,8.45203
4.30405,52.32659,8.55063
4.31229,52.32898,8.64776
4.27951,52.32969,8.74609
4.25229,52.32991,8.84548
4.24772,52.33697,8.94375
4.30236,52.33909,9.04421
4.38239,52.33273,9.14260
4.67936,52.43582,9.24117
4.91906,52.50175,9.33955
5.06967,52.46552,9.43789
5.20298,52.39166,9.53610
5.30987,52.34850,9.63462
5.38543,52.34255,9.73307
5.39417,52.34076,9.83156
5.34527,52.31923,9.92991
5.29903,52.32677,10.02827
5.24224,52.35003,10.12664
5.05190,52.44101,10.22506
4.60704,52.34930,10.32334
3.96733,52.35679,10.42171
3.39215,52.54104,10.52013
2.74711,52.54731,10.61836
2.38080,52.62619,10.71680
2.02477,52.40486,10.81412
1.77399,52.33846,10.91248
1.67342,52.25554,11.01192
1.64321,52.23066,11.11025
1.62940,52.22320,11.20861
1.62349,52.19996,11.30693
1.67337,52.25599,11.40525
1.97863,52.48280,11.50281
2.66612,52.57884,11.60082
3.51897,52.58665,11.69947
4.50770,52.79900,11.79850
5.19965,52.98170,11.89911
5.79060,53.09251,11.99728
6.23706,52.90875,12.09596
6.42963,52.81163,12.19414
6.50371,52.84549,12.29265
6.51764,52.75765,12.39079
6.43019,52.64029,12.48925
6.19191,52.69609,12.58769
5.85214,52.92983,12.68630
5.51747,52.74095,12.78469
5.08853,52.53028,12.88308
4.60721,52.32009,12.98139
4.19066,52.31303,13.07974
3.93119,52.25491,13.17812
3.52585,52.36347,13.27640
3.31322,52.43804,13.37479
3.11512,52.36241,13.47315
3.00510,52.33972,13.57155
2.98233,52.31892,13.66993
2.99271,52.30568,13.76718
2.99436,52.30870,13.86618
3.05555,52.37961,13.96444
3.30724,52.46388,14.06337
3.88570,52.37716,14.16172
4.62040,52.42815,14.26006
5.25639,52.33844,14.35851
5.61669,52.57053,14.45558
5.80639,52.58416,14.55699
6.00000,52.56725,14.65542
6.09738,52.47817,14.75404
6.21533,52.38145,14.85231
6.20366,52.34544,14.95037
6.09670,52.31363,15.04909
6.02224,52.23409,15.14743
6.03384,52.18923,15.24578
5.83725,52.13377,15.34419
5.67718,52.15913,15.44237
5.36017,52.18774,15.54088
5.09438,52.24532,15.63943
4.98785,52.30460,15.73787
4.97510,52.28738,15.83620
4.97470,52.28221,15.93457
4.92380,52.28066,16.03278
4.82010,52.28020,16.13094
4.66125,52.28006,16.22944
4.55204,52.28002,16.32793
4.58700,52.28001,16.42620
4.67403,52.28000,16.52464
4.70880,52.28000,16.62311
4.60670,52.28000,16.72051
4.36612,52.20300,16.81940
4.05132,52.27090,16.91733
3.48068,52.44527,17.01646
2.83927,52.49758,17.11491
2.40126,52.61127,17.21326
2.07637,52.51238,17.31400
1.97740,52.44071,17.41184
1.99143,52.41921,17.51013
1.94627,52.39876,17.60907
1.90539,52.37863,17.70745
2.01035,52.46359,17.80535
2.22497,52.50308,17.90371
2.76108,52.53592,18.00234
3.17866,52.66478,18.10070
3.67035,52.52843,18.19904
3.90817,52.50853,18.29737
4.02809,52.46756,18.39570
4.07197,52.45527,18.49390
4.05975,52.44458,18.59246
4.06517,52.44837,18.69011
4.08671,52.44951,18.78937
4.07469,52.44285,18.88724
4.03949,52.42686,18.98604
3.99559,52.40106,19.08434
3.85328,52.41432,19.18281
3.49847,52.55130,19.28115
3.29647,52.63439,19.37951
3.04641,52.52632,19.47806
2.87804,52.46589,19.57624
2.83061,52.43377,19.67342
2.73453,52.41713,19.77245
2.75748,52.38414,19.87054
2.84704,52.42324,19.96972
3.00953,52.55397,20.06790
3.28446,52.59319,20.16873
3.58296,52.50696,20.26711
3.91667,52.43909,20.36485
4.01483,52.40473,20.46322
4.06426,52.42942,20.56218
4.11875,52.44383,20.66054
4.19634,52.44115,20.75840
4.28997,52.40534,20.85677
4.37342,52.33160,20.95522
4.42155,52.30948,21.05402
4.42239,52.30284,21.15196
4.40959,52.28685,21.25037
4.36541,52.31706,21.34892
4.22005,52.41012,21.44698
