 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:3.534454033275467 y:52.19338804337866
3.89075,51.94002,2.30628,17,17
3.50083,52.19789,3.66639,9,9
3.47203,52.21632,3.12927,8,8
3.58185,52.19311,1.74324,10,10
2.30863,51.98651,1.23706,0,0
3.81102,52.08916,2.94017,15,15
3.36916,52.33763,3.17884,6,6
3.74769,52.14474,2.20633,14,14
3.32495,52.33299,3.76670,5,5
3.69958,52.18380,2.46489,13,13
3.66248,52.21363,1.00178,12,12
3.63037,52.24564,1.22633,11,11
3.94051,52.04545,3.35281,18,18
3.19938,52.36307,1.86554,3,3
3.79115,52.13716,1.69940,15,16
3.10824,52.40961,1.67909,1,1
3.42580,52.38428,2.54126,7,7
3.25323,52.40736,1.03281,4,4
4.43737,52.19855,1.02578,19,19
3.12744,52.48841,19.18974,1,2
