 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:6.338493787281116 y:48.557945468664364
6.87721,48.75164,1.53106,14,14
6.02503,49.09494,1.54949,2,2
6.02917,49.08736,1.07328,2,3
5.91568,49.14035,1.25878,1,1
6.36226,48.70375,1.64365,7,7
6.48729,48.86269,1.06140,9,9
6.73955,48.77822,1.18245,13,13
6.16066,48.92765,2.31404,4,6
5.80245,49.24440,0.99390,0,0
6.70050,48.79995,1.74698,12,12
6.14003,48.96928,1.05569,4,5
6.41033,48.86794,1.17964,8,8
6.16897,48.90355,1.09262,4,4
6.50095,48.85172,0.87616,9,10
6.63346,48.79242,0.96580,11,11
6.59230,48.77751,1.49826,11,11
6.34952,48.63449,2.60719,7,7
5.98918,49.11132,1.08235,2,2
6.15728,48.92589,1.56097,4,5
5.83186,49.20173,0.98337,0,0
