 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:5.19918600251433 y:47.755072849978276
4.93470,47.67919,2.60521,4,3
4.70171,47.88265,1.31604,0,2
5.88632,47.44117,2.10241,19,18
4.11740,47.79776,2.84679,0,1
4.94791,47.78699,1.82206,5,8
5.98064,47.22587,2.78001,19,16
4.80548,47.56893,2.68844,2,4
5.40389,47.43080,1.81037,14,10
5.86126,47.61056,1.38360,19,11
5.08274,47.92410,2.25139,7,5
6.02336,47.13165,1.93404,19,13
5.22051,47.71606,1.63200,10,6
6.46801,46.62639,2.10391,19,15
4.26325,47.51255,2.22699,0,0
5.13169,47.75720,1.82076,8,9
6.35837,46.56688,2.45475,19,17
5.86084,47.39211,1.72027,19,14
5.54692,47.77002,2.08457,16,12
5.08953,48.12396,2.12425,7,7
6.64572,46.43750,2.76734,19,19
