 knee_pos_x, knee_pos_y, time, selected_No, target_No, calibration x:5.705546789962096 y:48.44820698791744
6.19682,48.61887,2.32798,19,16
5.81727,48.47819,2.17640,12,12
5.51062,47.77068,2.47226,6,6
5.85823,48.56330,2.14743,13,13
5.97955,48.63997,1.48452,15,15
5.76516,48.51880,1.26017,11,11
6.11902,48.66995,1.84343,18,18
6.06279,48.68447,1.68945,17,17
5.45150,47.55252,6.38988,4,4
6.53548,48.20385,1.50689,19,19
5.57297,47.74938,2.89185,7,7
5.92511,48.61000,2.71106,14,14
5.62662,48.09800,3.11618,8,8
5.74707,48.42882,1.55258,10,10
5.25301,47.06790,2.97841,0,1
4.81683,47.28655,1.36427,0,0
5.66722,48.33003,2.28303,9,9
5.49255,47.56878,3.26329,5,5
5.37633,47.51084,1.48193,3,3
5.31999,46.92086,1.15012,2,2
